,Course Code,Course Name,Dept,Division,Division.1,Instructor(s),Registration Limit,Restrictions,Slot,Slot_code,Time,Type,Venue,Yxx ka Y
304,HS 200,Environmental Studies,HS, S1, View,A - Aditi Balkrishna Chaubal A - Parthasarathy D. A - Saptarshi Prosonno Ghosh I - Rajkishore Nath, 0,,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,timetable,  ,2
305,HS 200,Environmental Studies,HS, S2, View,A - Aditi Balkrishna Chaubal A - Parthasarathy D. A - Saptarshi Prosonno Ghosh I - Rajkishore Nath, 0,,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,timetable,  ,2
306,HS 208,Approaches to Literaturers,HS,,,A - Suddhaseel Sen I - Sharmila, 0,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,2
307,HS 208,Approaches to Literaturers,HS, M,,A - Suddhaseel Sen I - Sharmila, 40,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,2
308,HS 210,Intermediate Microeconomics II,HS,,,I - Saptarshi Prosonno Ghosh, 0, View,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,timetable,  ,2
309,HS 212,Intermediate Macroeconomics II,HS,,,A - Souvik Banerjee I - Trivedi Pushpa, 0,,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,timetable,  ,2
310,HS 214,Statistics II,HS,,,I - Aditi Balkrishna Chaubal, 0,,11 Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,11, Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,timetable,  ,2
311,HS 216,Money and Banking,HS,,,I - Pooja Padhi, 0,,15 Fri-15B-19:00:00-20:25:00 Tue-15A-19:00:00-20:25:00,15, Fri-15B-19:00:00-20:25:00 Tue-15A-19:00:00-20:25:00,timetable,  ,2
312,HS 302,International Economics II,HS,,,I - Trivedi Pushpa, 0,,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,timetable,  ,3
313,HS 304,Development Economics II,HS,,,I - Rama Pal, 0,,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,timetable,  ,3
314,HS 401,Introduction to Paninian Grammar,HS,,,I - Kulkarni A Malhar, 0,,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,timetable,  ,4
315,HS 405,Econometrics II,HS,,,I - Tara S. Shaw, 0,,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,timetable,  ,4
316,HS 411,Indian Economy,HS,,,I - Naraya K., 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,4
317,HS 431,Reading Fiction,HS,,,A - Shastri Sudha I - Ratheesh R., 0,,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,timetable,  ,4
318,HS 440,Industrial Economics,HS,,,I - Subrato Banerjee, 0,,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,timetable,  ,4
319,HS 448,Professional Ethics,HS,,,I - Vikram Singh Sirola, 0,,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,timetable,  ,4
320,HS 449,Capitalism : theories histories varieties,HS,,,I - Anush Kapadia, 30,,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,timetable,  ,4
321,HS 451,Cognition and Emotion,HS,,,I - Rashmi Gupta, 50,,,0,,timetable,  ,4
322,HS 457,Managerial Economics,HS, M,,I - Surajit Bhattacharya, 40,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,4
323,HS 491,Contemporary Urban India; Sociological Perspective,HS,,,I - Kushal Deb, 0,,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,timetable,  ,4
324,HS 502,Madhyamika Philosophy in the Buddhist Tradition,HS,,,I - C.D. Sebastian, 0, View,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,timetable,  ,5
325,HS 504,Western Philosophy in the Time of Crisis,HS,,,I - Amrita Banerjee, 0, View,11 Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,11, Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,timetable,  ,5
326,HS 506,Writing and Research in Philosophy,HS,,,I - Siby K.George, 0, View,10 Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,10, Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,timetable,  ,5
327,HS 602,Science & Technology in India,HS,,,I - Ahonaa Roy, 0,,11 Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,11, Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,timetable,  ,6
328,HS 606,Environmental Planning Development,HS,,,I - Haripriya Gundimeda, 0,,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,timetable,  ,6
329,HS 618,Introduction to Indian Astronomy,HS,,,I - K. Ramasubramanian, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,6
330,HS 621,Contemporary Indian Philosophy,HS,,,I - Ratikanta Panda, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,6
331,HS 624,Contemporary Issues in Philosophy of Mind,HS,,,I - Rajkishore Nath, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,6
332,HS 625,Philosophy of Education,HS,,,I - R.K. Panda, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,6
333,HS 626,Framing Caste,HS,,,I - Ramesh Bairy, 0,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,6
334,HS 629,Ecology and Society,HS,,,I - Sarmistha Pattanaik, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,6
335,HS 634,Theories of Verbal Congnition (Shaabdabodha),HS,,,I - Kulkarni A Malhar, 0,,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,timetable,  ,6
336,HS 710,Consumer Psychology,HS,,,I - A. Khan, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,7
337,HS 791,Communication Skills -I,HS, S1,,I - Ramesh Bairy, 0,,4 Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,4,Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,timetable,  ,7
338,HS 791,Communication Skills -I,HS, S2,,I - Ramesh Bairy, 0,,4 Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,4,Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,timetable,  ,7
339,HS 791,Communication Skills -I,HS, S3,,I - Ramesh Bairy, 0,,4 Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,4,Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,timetable,  ,7
340,HS 791,Communication Skills -I,HS, S4,,I - Ramesh Bairy, 0,,4 Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,4,Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,timetable,  ,7
341,HS 792,Communication Skills -II,HS,,,A - Amrita Banerjee A - Ramesh Bairy A - Robinson Rowena A - Suddhaseel Sen I - K. Ramasubramanian, 0,,4 Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,4,Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,timetable,  ,7
342,HS 803,Advanced Psychological Theory,HS,,,A - A. Khan A - Rashmi Gupta I - Pooja Purang, 0,,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,timetable,  ,8
343,HS 804,Advanced Theory of Society,HS,,,I - Robinson Rowena, 0,,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,timetable,  ,8
344,HS 809,Practice and Theory of Literary Research,HS,,,A - Shastri Sudha I - Suddhaseel Sen, 0,,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,timetable,  ,8
345,HS 813,Structure of Language & its applications Morphophonology and ELT,HS,,,I - Sarma Vaijayanthi, 0,,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,timetable,  ,8
346,HS 814,Architecture of Grammer & its applications Syntax Semantics and Sociolinguistics,HS,,,I - Sarma Vaijayanthi, 0,,11 Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,11, Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,timetable,  ,8
347,HS 815,Languages in Cognitive Science,HS,,,I - Sarma Vaijayanthi, 0,,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,timetable,  ,8
348,HS 818,Sociology of Social Stratification in India,HS,,,I - Parthasarathy D., 0,,11 Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,11, Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,timetable,  ,8
349,HS 821,Applied Econometrics,HS,,,A - Pooja Padhi A - Souvik Banerjee I - Aditi Balkrishna Chaubal, 0,,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,timetable,  ,8
350,HS 822,The Study of one Major Indian Writer in English,HS,,,A - Sharmila I - Ratheesh R., 0,,11 Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,11, Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,timetable,  ,8
351,HS 837,Aesthetics and Criticism,HS,,,I - Arun A. Iyer, 0,,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,timetable,  ,8
352,HS 840,Paninian Grammar,HS,,,I - Kulkarni A Malhar, 0,,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,timetable,  ,8
353,HS 845,Indian Logic,HS,,,I - K. Ramasubramanian, 0,,10 Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,10, Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,timetable,  ,8
354,HS 859,Advanced Research Techniques in Psychology,HS,,,I - Pooja Purang, 0,,10 Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,10, Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,timetable,  ,8
355,HS 860,Archive and the Arts,HS,,,I - Sharmistha Saha, 0,,14 Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,14, Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,timetable,  ,8
356,IE 604,Systems Dynamics Modeling & Analysis,IE,,,I - J. Venkateswaran, 0,,10 Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,10, Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,timetable,  ,6
357,IE 613,Online Learning,IE,,,I - Manjesh K. Hanawal, 0,,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,timetable,  ,6
358,IE 613,Online Learning,IE, M,,I - Manjesh K. Hanawal, 30,,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,timetable,  ,6
359,IE 614,Linear Systems,IE,,,I - P. Balamurugan, 0,,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,timetable,  ,6
360,IE 616,Decision Analysis and Game Theory,IE,,,I - K.S.Mallikarjuna Rao, 0,,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,timetable,  ,6
361,IE 616,Decision Analysis and Game Theory,IE, M,,I - K.S.Mallikarjuna Rao, 40,,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,timetable,  ,6
362,IE 622,Probability and Stochastic Processes II,IE,,,I - N. Hemachandra, 0,,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,timetable,  ,6
363,IE 622,Probability and Stochastic Processes II,IE, M,,I - N. Hemachandra, 40,,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,timetable,  ,6
364,IE 630,Simulation Modeling and Analysis,IE,,,A - Veeraruna Kavitha I - J. Venkateswaran, 0,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,6
365,IE 630,Simulation Modeling and Analysis,IE, M,,A - Veeraruna Kavitha I - J. Venkateswaran, 50,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,6
366,IE 663,Advanced Topics in Deep Learning,IE,,,I - P. Balamurugan, 0,,14 Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,14, Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,timetable,  ,6
367,IE 683,Topics in Learning Algorithms,IE,,,I - N. Hemachandra, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,6
368,IE 683,Topics in Learning Algorithms,IE, M,,I - N. Hemachandra, 20,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,6
369,IE 684,IEOR Lab,IE,,,A - N. Hemachandra I - P. Balamurugan, 0,,LX Wed-LX-14:00:00-16:55:00,LX, Wed-LX-14:00:00-16:55:00,timetable,  ,6
370,IE 714,Quantitative Models for Supply Chain Management,IE,,,I - Rangaraj Narayan, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,7
371,IE 716,Integer Programming: Theory and Computations,IE,,,I - Ashutosh Mahajan, 0,,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,timetable,  ,7
372,IE 716,Integer Programming: Theory and Computations,IE, M,,I - Ashutosh Mahajan, 40,,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,timetable,  ,7
373,IE 792,Communication Skills -II,IE,,,A - V. Naraya I - Siddhartha SenGupta, 0,,11 Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,11, Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,timetable,  ,7
374,MA 105,Calculus,MA,,,I - K. Sureshkumar, 0,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,1
375,MA 105,Calculus,MA,,,I - I12059 - Ashutosh Mahajan,,,X Wed-XD-19:00:00-20:25:00,0,Wed-XD-19:00:00-20:25:00,tutorial,  ,1
376,MA 214,Introduction to Numerical Analysis,MA, S1,,A - Saikat Mazumdar I - Harsha Hutridurga Ramaiah, 0,,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,timetable,  ,2
377,MA 214,Introduction to Numerical Analysis,MA, S1,,A - 10001865 - Saikat Mazumdar I - 10001788 - Harsha Hutridurga Ramaiah,,,X Wed-XC-17:30:00-18:55:00,0,Wed-XC-17:30:00-18:55:00,tutorial,  ,2
378,MA 214,Introduction to Numerical Analysis,MA, S2,,A - Saikat Mazumdar I - Harsha Hutridurga Ramaiah, 0,,14 Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,14, Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,timetable,  ,2
379,MA 214,Introduction to Numerical Analysis,MA, S2,,A - 10001865 - Saikat Mazumdar I - 10001788 - Harsha Hutridurga Ramaiah,,,X Wed-XC-17:30:00-18:55:00,0,Wed-XC-17:30:00-18:55:00,tutorial,  ,2
380,MA 406,General Topology,MA,,,I - Santanu Dey, 0,,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,timetable,  ,4
381,MA 406,General Topology,MA,,,I - I09095 - Santanu Dey,,,X Wed-X3-16:00:00-17:00:00 Wed-XD-19:00:00-20:25:00,0,Wed-X3-16:00:00-17:00:00 Wed-XD-19:00:00-20:25:00,tutorial,  ,4
382,MA 406,General Topology,MA, M,,I - Sandip Singh, 20,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,4
383,MA 408,Measure Theory,MA,,,I - Niranjan Balachandran, 0,,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,timetable,  ,4
384,MA 408,Measure Theory,MA,,,I - I11107 - Niranjan Balachandran,,,X Wed-X1-14:00:00-15:00:00,0,Wed-X1-14:00:00-15:00:00,tutorial,  ,4
385,MA 410,Multivariable Calculus,MA,,,I - Preeti Raman, 0,,13 Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,13, Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,timetable,  ,4
386,MA 412,Complex Analysis,MA,,,I - Bata K. Das, 0,,11 Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,11, Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,timetable,  ,4
387,MA 412,Complex Analysis,MA,,,,,,12 Mon-12A-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00,tutorial,  ,4
388,MA 414,Algebra I,MA,,,I - Sudarshan Gurjar, 0,,10 Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,10, Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,timetable,  ,4
389,MA 414,Algebra I,MA,,,I - I15214 - Sudarshan Gurjar,,,X Wed-X2-15:00:00-16:00:00,0,Wed-X2-15:00:00-16:00:00,tutorial,  ,4
390,MA5106,Introduction to Fourier Analysis,MA,,,I - Sanjoy Pusti, 0,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,1
391,MA5106,Introduction to Fourier Analysis,MA, M,,I - Sanjoy Pusti, 20,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,1
392,MA5108,Lie Groups & Lie Algebras,MA,,,I - Garge Shripad M., 0,,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,timetable,  ,1
393,MA5110,Non-commutative Algebra,MA,,,I - Puthenpurakal J Tony, 0,,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,timetable,  ,1
394,MA5112,Introduction to Mathematical Methods,MA,,,I - Sivaji Ganesh S., 0,,7 Fri-7B-08:30:00-09:25:00 Wed-7A-08:30:00-09:25:00,7,Fri-7B-08:30:00-09:25:00 Wed-7A-08:30:00-09:25:00,timetable,  ,1
395,MA5112,Introduction to Mathematical Methods,MA,,,,,,15 Tue-15A-19:00:00-20:25:00,15, Tue-15A-19:00:00-20:25:00,tutorial,  ,1
396,MA 524,Algebraic Number Theory,MA,,,I - U.K.Adavardha, 0,,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,timetable,  ,5
397,MA 526,Commutative Algebra,MA,,,I - Verma J.K., 0,,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,timetable,  ,5
398,MA 528,Hyperplane Arrangements,MA,,,I - Swapneel A. Mahajan, 0,,11 Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,11, Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,timetable,  ,5
399,MA 532,Analytic Number Theory,MA,,,I - Saurav Bhaumik, 0,,14 Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,14, Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,timetable,  ,5
400,MA 534,Modern Theory of PDE,MA,,,I - Pani A.K., 0,,10 Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,10, Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,timetable,  ,5
401,MA 540,Numerical Methods for Partial Differential Equations,MA,,,I - Nataraj Neela, 0,,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,timetable,  ,5
402,MA 581,Elements of Differential Topology,MA,,,I - G. K. Srinivasan, 0,,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,timetable,  ,5
403,MA 812,Algebra II,MA,,,I - Ravi Raghunathan, 0,,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,timetable,  ,8
404,MA 814,Complex Analysis,MA,,,I - Sourav Pal, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,8
