,Type,Course Code,Course Name,Instructor(s),Venue,Slot,Division,Registration Limit,Division.1,Time,Slot_code,Dept,Yxx ka Y,Restrictions
218,timetable,CS 310,Automata Theory,I - S. Akshay,   FullSemester,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,, 0,,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,CS,3,
219,timetable,CS 316,Implementation of Programming Languages Lab,I - Uday Khedkar,   FullSemester,LX Wed-LX-14:00:00-16:55:00,, 0,, Wed-LX-14:00:00-16:55:00,LX,CS,3,
220,timetable,CS 317,Database and Information Systems,I - Sudarshan S.,   FullSemester,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,, 0,,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,CS,3,
221,timetable,CS 347,Operating Systems,I - Purushottam Kulkarni,   FullSemester,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00, M, 80,,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,CS,3,
222,timetable,CS 387,Database and Information Systems Lab,I - Bellur Umesh,   FullSemester,Tue-L2-14:00:00-16:55:00,, 0,,e-L2-14:00:00-16:55:00,L2,CS,3,
223,timetable,CS 406,Cryptography and Network Security,I - Manoj Prabhakaran,   FullSemester,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,, 0,,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,CS,4,
224,timetable,CS 408,Graph Theory,I - Ranade A.,   FullSemester,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,, 0,,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,CS,4,
225,timetable,CS 416,Computer and Network Security,I - Sivakumar G.,   FullSemester,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00, M, 80,,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,CS,4,
226,timetable,CS 419,Introducing to Machine Learning,I - Abir De,   FullSemester,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00, M, 80,,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,CS,4,
227,timetable,CS 602,Applied Algorithms,I - Rohit Gurjar,   FullSemester,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,, 0,,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,CS,6,
228,timetable,CS 613,Design & Implementation of Functional Programming Languages,I - Sanyal Amitabh,   FullSemester,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,, 0,,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,CS,6,
229,timetable,CS 620,New Trend in Information Technology,I - Supratik Chakraborty,   FullSemester,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,, 0,, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12,CS,6,
230,timetable,CS 621,Artificial Intelligence,I - Sivakumar G.,   FullSemester,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,, 0,,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,CS,6,
231,timetable,CS 654,Current Topics in VLSI and System Design,I - Virendra Singh,   FullSemester,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,, 0,,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,CS,6,
232,timetable,CS 681,Performance Analysis of Computer Systems and Network,I - Varsha Apte,   FullSemester,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,, 0,,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,CS,6,
233,timetable,CS 684,Embedded Systems,A - Paritosh K. Pandya I - K. Arya,   FullSemester,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,, 0,,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,CS,6,
234,timetable,CS 695,Topics in Virtualization and Cloud Computing,I - Mythili Vutukuru,   FullSemester,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,, 0,,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,CS,6,
235,timetable,CS 719,Topics in Mathematical Foundations of Formal Verifications,I - Bharat Adsul,   FullSemester,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,, 0,,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,CS,7,
236,timetable,CS 726,Advanced Machine Learning,I - S. Sarawagi,   FullSemester,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,, 0,,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,CS,7,
237,timetable,CS 728,Organization of Web Information,I - Chakrabarti Soumen,   FullSemester,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,, 0,,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,CS,7,
238,timetable,CS 736,Medical Image Computing,I - Suyash P. Awate,   FullSemester,14 Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,, 0,, Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,14,CS,7,
239,timetable,CS 741,Advanced Network Security and Cryptography,I - B. L. Menezes,   FullSemester,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,, 0,,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,CS,7,
240,timetable,CS 748,Advances in Intelligent and Learning Agents,I - Shivaram Kalyanakrish,   FullSemester,13 Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,, 0,, Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,13,CS,7,
241,timetable,CS 752,System Dynamics: Modeling & Simulation for Development,I - Om P. Damani,   FullSemester,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,, 0,,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,CS,7,
242,timetable,CS 753,Automatic Speech Recognition,I - Preethi Jyothi,   FullSemester,14 Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,, 0,, Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,14,CS,7,
243,timetable,CS 754,Advanced Image Processing,I - Ajit V. Rajwade,   FullSemester,13 Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,, 0,, Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,13,CS,7,
244,timetable,CS 759,Perfect Matchings: Algorithms and Complexity,I - Diwan A.A.,   FullSemester,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,, 0,,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,CS,7,
245,timetable,CS 760,Topics in Computational Complexity,I - Mrinal Kumar,   FullSemester,14 Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,, 0,, Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,14,CS,7,
246,timetable,CS 763,Computer Vision,I - Sharat Chandran,   FullSemester,11 Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,, 0,, Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,11,CS,7,
247,timetable,CS 764,Computer Vision Lab,I - Sharat Chandran,   FullSemester,L4 Fri-L4-14:00:00-16:55:00,, 0,, Fri-L4-14:00:00-16:55:00,L4,CS,7,
248,timetable,CS 766,Analysis of Concurrent Programs?,A - Krishna Shankara Naraya I - Ashutosh Kumar Gupta,   FullSemester,14 Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,, 0,, Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,14,CS,7,
249,timetable,CS 769,Optimization in Machine Learning,I - G.Ramakrish,   FullSemester,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,, 0,,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,CS,7,
250,timetable,CS 772,Deep Learning for Natural Language Processing,I - Bhattacharya P.,   FullSemester,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,, 0,,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,CS,7,
251,timetable,CS 779,Extremal Combinatorics,I - Vishwanathan Sundar,   FullSemester,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,, 0,,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,CS,7,
252,timetable,CS 792,Communication Skills -II,I - Parag Chaudhuri,   FullSemester,X Wed-XC-17:30:00-18:55:00 Wed-XD-19:00:00-20:25:00 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,, 0,,Wed-XC-17:30:00-18:55:00 Wed-XD-19:00:00-20:25:00 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,0,CS,7,
253,timetable,CS 792,Communication Skills -II,I - Parag Chaudhuri,  ,X Wed-XC-17:30:00-18:55:00,, 0,,Wed-XC-17:30:00-18:55:00,0,CS,7,
254,timetable,DE 202,2D Visual Studies II,A - Shilpa Ranade I - Arun Mascarenhas,   FullSemester,,, 0,,,0,DE,2, View
255,timetable,DE 204,3D Form Studies II,I - Dinesh Korjan,   FullSemester,,, 0,,,0,DE,2, View
256,timetable,DE 206,Communication Theories Visual Perception and Semiotics,I - Mandar S.Rane,   FullSemester,,, 0,,,0,DE,2,
257,timetable,DE 208,Design Storytelling and Narratives,I - Aditi Chitre,   FullSemester,,, 0,,,0,DE,2, View
258,timetable,DE 222,Design Studio IV - Prototyping,A - Jayesh S. Pillai A - Mazhar Kamran I - Bapat V.P.,   FullSemester,,, 0,,,0,DE,2,
259,timetable,DE 232,Design Media and Technology,A - Jayesh S. Pillai I - Prasad Bokil,   FullSemester,,, 0,,,0,DE,2,
260,timetable,DE 304,Communication Design,I - Prasad Bokil,   FullSemester,,, 0,,,0,DE,3, View
261,timetable,DE 306,Film-Video Design,I - Sudesh Balan,   FullSemester,,, 0,,,0,DE,3, View
262,timetable,DE 308,Product Design II,I - Bapat V.P.,   FullSemester,,, 0,,,0,DE,3, View
263,timetable,DE 310,Interaction Design,I - Joshi Anirudha,   FullSemester,,, 0,,,0,DE,3, View
264,timetable,DE 312,Transportation Design,I - Sugandh Malhotra,   FullSemester,,, 0,,,0,DE,3,
265,timetable,DE 313,3D Modeling and Prototyping,I - Shilpa Ranade,   FullSemester,,, 0,,,0,DE,3,
266,timetable,DE 316,Product Ergonomics,I - Swati Pal,   FullSemester,,, 0,,,0,DE,3,
267,timetable,DE 322,Materials and Processes,I - Purba Joshi,   FullSemester,,, 0,,,0,DE,3,
268,timetable,DE 324,Digital Media Technologies,A - Jayesh S. Pillai I - Prasad Bokil,   FullSemester,,, 0,,,0,DE,3,
269,timetable,DE 332,Design Management Planning and Professional Practice,I - Chandrashekhar M Wyawahare,   FullSemester,,, 0,,,0,DE,3,
270,timetable,DE 403,Studio Project I,I - Sudesh Balan,   FullSemester,,, 20,,,0,DE,4,
271,timetable,DE 403,Studio Project I,I - Sudesh Balan,   FullSemester,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00, M, 10,,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,DE,4,
272,timetable,DE 405,Studio Project II,I - Sudesh Balan,   FullSemester,,, 20,,,0,DE,4,
273,timetable,DE 405,Studio Project II,I - Sudesh Balan,   FullSemester,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00, M, 10,,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,DE,4,
274,timetable,DE 602,Product Interface Design,I - Purba Joshi,   FullSemester,,, 0,,,0,DE,6, View
275,timetable,DE 604,Introduction to Product Ergonomics,I - Swati Pal,   FullSemester,,, 0,,,0,DE,6, View
276,timetable,DE 606,Studies in Form II,I - P Kumaresan,   FullSemester,,, 0,,,0,DE,6, View
277,timetable,DE 608,Product Design -2,I - R. Sandesh,   FullSemester,,, 0,,,0,DE,6, View
278,timetable,DE 612,Design Issues,I - Joshi Anirudha,   FullSemester,,, 0,,,0,DE,6, View
279,timetable,DE 614,Design Workshop,I - G.V.Sreekumar,   FullSemester,,, 61,,,0,DE,6, View
280,timetable,DE 616,Introduction to User Studies,I - Vivek Kant,   FullSemester,,, 0,,,0,DE,6, View
281,timetable,DE 618,Semantics and Communication Theory,I - Mandar S.Rane,   FullSemester,,, 0,,,0,DE,6, View
282,timetable,DE 620,Introdction to 3D Form,I - Purba Joshi,   FullSemester,,, 0,,,0,DE,6, View
283,timetable,DE 622,Introduction to Animation,I - Phani Tetali,   FullSemester,,, 0,,,0,DE,6, View
284,timetable,DE 624,Introduction to Film Making,I - Sudesh Balan,   FullSemester,,, 0,,,0,DE,6, View
285,timetable,DE 628,Interaction Design,A - Jayesh S. Pillai I - Venkatesh Rajamanickam,   FullSemester,,, 0,,,0,DE,6, View
286,timetable,DE 630,Trends in Interactive Technologies,A - Jayesh S. Pillai I - Venkatesh Rajamanickam,   FullSemester,,, 0,,,0,DE,6, View
287,timetable,DE 634,Digital Animation 2,I - Sumant Rao,   FullSemester,,, 0,,,0,DE,6, View
288,timetable,DE 636,Animation Theory-2,I - Nina Sabi,   FullSemester,,, 0,,,0,DE,6, View
289,timetable,DE 638,Animation Principles-2,I - Phani Tetali,   FullSemester,,, 0,,,0,DE,6, View
290,timetable,DE 640,Animation Design-2,I - Sumant Rao,   FullSemester,,, 0,,,0,DE,6, View
291,timetable,DE 642,Sketching and Anatomy-2,I - Phani Tetali,   FullSemester,,, 0,,,0,DE,6, View
292,timetable,DE 644,Exposure to Grid System in Visual Design,I - Mandar S.Rane,   FullSemester,,, 0,,,0,DE,6, View
293,timetable,DE 646,CAID Modeling for Automotive Design,I - Sugandh Malhotra,   FullSemester,,, 0,,,0,DE,6, View
294,timetable,DE 648,Historyof Transportation and Automobile Design,A - Sugandh Malhotra I - Dhanush Paul Pilo,   FullSemester,,, 0,,,0,DE,6, View
295,timetable,DE 650,Studies in 3D Form,I - Nishant Sharma,   FullSemester,,, 0,,,0,DE,6, View
296,timetable,DE 652,Mobility Design-2,I - Nishant Sharma,   FullSemester,,, 0,,,0,DE,6, View
297,timetable,DE 654,Sketching-2,I - Avinash Shende,   FullSemester,,, 0,,,0,DE,6, View
298,timetable,DE 656,Model Making-2,I - Nishant Sharma,   FullSemester,,, 0,,,0,DE,6, View
299,timetable,DE 660,Graphic Narratives,I - Aditi Chitre,   FullSemester,,, 0,,,0,DE,6, View
300,timetable,DE 666,Craft Creativity and Post Modernism,I - R. Sandesh,   FullSemester,,, 0,,,0,DE,6, View
301,timetable,DE 676,Rendering for Mobility Design,A - Sugandh Malhotra I - Dhanush Paul Pilo,   FullSemester,,, 0,,,0,DE,6, View
302,timetable,DE 680,Product Detailing,I - Avinash Shende,   FullSemester,,, 0,,,0,DE,6, View
303,timetable,DE 683,Sustainable Design,A - Sugandh Malhotra I - Lalit Kumar Das,   FullSemester,,, 0,,,0,DE,6,
304,timetable,DE 685,Human Factors in Technological Systems,I - Vivek Kant,   FullSemester,,, 30,,,0,DE,6, View
305,timetable,DE 686,Handmade Character Design,I - Arun Mascarenhas,   FullSemester,,, 0,,,0,DE,6, View
306,timetable,DE 687,Design Exploration Seminar I,I - Sugandh Malhotra,   FullSemester,,, 0,,,0,DE,6, View
307,timetable,DE 706,Story and Narrative,I - Alka Hingorani,   FullSemester,,, 0,,,0,DE,7, View
308,timetable,DE 707,Design Research Methodologies,A - Joshi Anirudha I - Girish V. Dalvi,   FullSemester,,, 0,,,0,DE,7, View
309,timetable,DE 717,Service Design,I - Pramod Khambete,   FullSemester,,, 0,,,0,DE,7, View
310,timetable,DE 801,Mini Project-I,I - Jayesh S. Pillai,   FullSemester,,, 0,,,0,DE,8, View
311,timetable,DE 802,Mini Project-II,I - Jayesh S. Pillai,   FullSemester,,, 0,,,0,DE,8, View
312,timetable,DE 803,Quantitative Design Research Methods,A - Joshi Anirudha I - Girish V. Dalvi,   FullSemester,,, 0,,,0,DE,8, View
313,timetable,DE 804,Qualitative Design Research Menthods,I - Vivek Kant,   FullSemester,,, 0,,,0,DE,8, View
314,timetable,DEP302,System Design Project,I - Poovaiah Ravi,   FullSemester,,, 0,,,0,DEP,3,
315,timetable,DEP403,Design Research Seminar I,A - Joshi Anirudha A - Venkatesh Rajamanickam I - Prasad Bokil,   FullSemester,,, 0,,,0,DEP,4,
316,timetable,DEP406,BDes Design Project - 2,I - Joshi Anirudha,   FullSemester,,, 0,,,0,DEP,4,
317,timetable,DEP502,Design Research Seminar II,I - Joshi Anirudha,   FullSemester,,, 0,,,0,DEP,5,
318,timetable,DEP504,Design Research Project-Part II,A - Avinash Shende A - Girish V. Dalvi A - Nishant Sharma I - Prasad Bokil,   FullSemester,,, 0,,,0,DEP,5,
319,timetable,DEP602,Communication Design Project,I - Mandar S.Rane,   FullSemester,,, 0,,,0,DEP,6, View
320,timetable,DEP703,M.Des. Project- 3,A - Avinash Shende A - Girish V. Dalvi A - Nishant Sharma A - Phani Tetali I - Prasad Bokil,   FullSemester,,, 0,,,0,DEP,7, View
321,timetable,DEP706,Design Research Seminar,A - Joshi Anirudha I - Venkatesh Rajamanickam,   FullSemester,,, 0,,,0,DEP,7, View
322,timetable,DS 303,Introduction to Machine Learning,I - Biplab Banerjee I - S. Sarawagi,   FullSemester,, M, 125,,,0,DS,3,
323,timetable,EE 114,Power Engineering - I,I - Himanshu J. Bahirat I - Soman S.A.,   FullSemester,15 Fri-15B-19:00:00-20:25:00 Tue-15A-19:00:00-20:25:00, S2, 0,, Fri-15B-19:00:00-20:25:00 Tue-15A-19:00:00-20:25:00,15,EE,1,
324,timetable,EE 207,Electronic Devices & Circuits,I - M. B. Patil,   FullSemester,4 Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00, S1, 0,,Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,4,EE,2,
325,timetable,EE 207,Electronic Devices & Circuits,I - Dipankar Saha,   FullSemester,4 Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00, S2, 0,,Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,4,EE,2,
326,timetable,EE 214,Digital Circuits Lab,I - M.Shojaei Baghini,   FullSemester,Thu-L3-14:00:00-16:55:00,, 0,,u-L3-14:00:00-16:55:00,L3,EE,2,
327,timetable,EE 221,Digital Electronics,I - Agarwal Vivek,   FullSemester,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00, M, 60,,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,EE,2,
328,timetable,EE 238,Power Engineering - II,I - Chatterjee Kishore,   FullSemester,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00, S1, 0,,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,EE,2,
329,timetable,EE 238,Power Engineering - II,I - Anshuman Shukla,   FullSemester,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00, S2, 0,,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,EE,2,
330,timetable,EE 240,Power Engineering Lab,A - Chatterjee Kishore I - Prashant Navalkar,   FullSemester,L2 Tue-L2-14:00:00-16:55:00,, 0,, Tue-L2-14:00:00-16:55:00,L2,EE,2,
331,timetable,EE 302,Control Systems,I - M Belur,   FullSemester,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00, S1, 0,,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,EE,3,
332,timetable,EE 302,Control Systems,I - Debraj Chakraborty,   FullSemester,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00, S2, 0,,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,EE,3,
333,timetable,EE 302,Control Systems,I - Dwaipayan Mukherjee,   FullSemester,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00, S3, 0,,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,EE,3,
334,timetable,EE 302,Control Systems,I - Pillai Harish,   FullSemester,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00, S4, 0,,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,EE,3,
335,timetable,EE 309,Microprocessors,I - Sharma Dinesh,   FullSemester,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,, 0,,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,EE,3,
336,timetable,EE 324,Control Systems Lab,A - Debasattam Pal I - M Belur,   FullSemester,L1 Mon-L1-14:00:00-16:55:00,, 0,, Mon-L1-14:00:00-16:55:00,L1,EE,3,
337,timetable,EE 325,Probability and Random Processes,I - Nikhil Karamchandani,   FullSemester,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00, M, 60,,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,EE,3,
338,timetable,EE 328,Digital Communications,I - Kumar Appaiah,   FullSemester,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00, S1, 0,,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,EE,3,
339,timetable,EE 328,Digital Communications,I - Merchant S N,   FullSemester,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00, S2, 0,,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,EE,3,
340,timetable,EE 334,Power Systems,I - Kulkarni A.M.,   FullSemester,4 Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,, 0,,Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,4,EE,3,
341,timetable,EE 337,Microprocessors Laboratory,A - Patkar Sachin A - S. Vijayakumaran I - V Raj Babu,   FullSemester,Wed-LX-14:00:00-16:55:00,, 0,,d-LX-14:00:00-16:55:00,LX,EE,3,
342,timetable,EE 340,Communications Lab,I - Jayakrish Nair,   FullSemester,Tue-L2-14:00:00-16:55:00,, 0,,e-L2-14:00:00-16:55:00,L2,EE,3,
343,timetable,EE 344,Electronic Design Lab,A - Debraj Chakraborty A - Kushal R. Tuckley A - Pandey P.C. A - S.Gupta I - J.John,   FullSemester,L Wed-LX-14:00:00-16:55:00,, 0,,Wed-LX-14:00:00-16:55:00,LX,EE,3,
344,timetable,EE 605,Error Correcting Codes,I - Sibi Raj B. Pillai,   FullSemester,14 Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,, 0,, Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,14,EE,6,
345,timetable,EE 606,Fibre Optic Communications,I - J.John,   FullSemester,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,, 0,,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,EE,6,
346,timetable,EE 614,Solid State Microwave Devices and their Applications,I - Kumar Girish,   FullSemester,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,, 0,, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12,EE,6,
347,timetable,EE 616,Electronic Systems Design,I - Pandey P.C.,   FullSemester,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,, 0,, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12,EE,6,
348,timetable,EE 619,Radio Frequency Microelectronics Chip Design,I - J.Mukherjee,   FullSemester,15 Fri-15B-19:00:00-20:25:00 Tue-15A-19:00:00-20:25:00,, 0,, Fri-15B-19:00:00-20:25:00 Tue-15A-19:00:00-20:25:00,15,EE,6,
349,timetable,EE 620,Physics of Transistors,I - Souvik Mahapatra,   FullSemester,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,, 0,,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,EE,6,
350,timetable,EE 621,Markov Chains and Queuing Systems,I - Jayakrish Nair,   FullSemester,13 Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,, 0,, Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,13,EE,6,
351,timetable,EE 622,Optimal Control Systems,I - Pillai Harish,   FullSemester,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,, 0,,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,EE,6,
352,timetable,EE 625,Bio Sensors & BioMEMS,I - S. Duttagupta,   FullSemester,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,, 0,,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,EE,6,
353,timetable,EE 636,Matrix Computations,I - Debasattam Pal,   FullSemester,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,, 0,, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12,EE,6,
354,timetable,EE 651,Digital Protection of Power Systems,I - Prashant Navalkar,   FullSemester,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,, 0,, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12,EE,6,
