,Course Code,Course Name,Dept,Division,Division.1,Instructor(s),Registration Limit,Restrictions,Slot,Slot_code,Time,Type,Venue,Yxx ka Y
313,EN 218,Energy Resources Economics & Environment,EN,,,I - Anish Modi, 0,,4 Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,4,Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,timetable,  ,2
314,EN 301,Introduction to Renewable Energy Technologies,EN,,,I - Sagar Mitra, 0,,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,timetable,  ,3
315,EN 302,Power Generation and System Planning,EN,,,A - Suneet Singh I - Bandyopadhyay Santanu, 0,,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,timetable,  ,3
316,EN 304,Electrical Energy Systems,EN,,,I - Zakir H. Rather, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,3
317,EN 308,Solar Energy Lab,EN,,,I - Anish Modi, 0,,L2 Tue-L2-14:00:00-16:55:00,L2, Tue-L2-14:00:00-16:55:00,timetable,  ,3
318,EN 310,IC Engine and Combustion Lab,EN,,,A - Sandeep Kumar I - Asish Sarangi, 0,,L4 Fri-L4-14:00:00-16:55:00,L4, Fri-L4-14:00:00-16:55:00,timetable,  ,3
319,EN 312,Control & Instrumentation,EN,,,I - V.S.S. Pavan Kumar Hari, 0,,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,timetable,  ,3
320,EN 410,Energy Management,EN,,,I - Seethamraju Srinivas, 0,,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,timetable,  ,4
321,EN 412,Thermodynamics and Statistical Mechanics,EN,,,I - K.R. Balasubramaniam, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,4
322,EN 414,Methods in Analytical Techniques,EN,,,I - Sankara Sarma V. Tatiparti, 0,,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,timetable,  ,4
323,EN 415,Energy Laboratory I,EN,,,I - Rajesh Gupta, 0,,LX Wed-LX-14:00:00-16:55:00,LX, Wed-LX-14:00:00-16:55:00,timetable,  ,4
324,EN 418,Introduction to Transport Phenomena,EN,,,I - Lalit Kumar, 0,,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,timetable,  ,4
325,EN 604,Fuel Cells,EN,,,I - P.C.Ghosh, 0,,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,timetable,  ,6
326,EN 607,Energy Management,EN,,,I - Seethamraju Srinivas, 0,,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,timetable,  ,6
327,EN 610,Hydrogen Energy,EN,,,I - Pratibha Sharma, 0,,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,timetable,  ,6
328,EN 612,Non-conventional Energy Systems Lab.,EN,,,I - K.R. Balasubramaniam, 0,,L3 Thu-L3-14:00:00-16:55:00,L3, Thu-L3-14:00:00-16:55:00,timetable,  ,6
329,EN 640,Solar Photovoltaic Fundamentals Technologies and Applications,EN,,,I - Rajesh Gupta, 0,,13 Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,13, Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,timetable,  ,6
330,EN 642,Power Generation and Systems Planning,EN,,,A - Suneet Singh I - Bandyopadhyay Santanu, 35,,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,timetable,  ,6
331,EN 648,Combustion Engineering,EN,,,I - Asish Sarangi, 0,,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,timetable,  ,6
332,EN 653,Energy Policy Analysis,EN,,,I - Banerjee Rangan, 0,,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,timetable,  ,6
333,EN 657,IC Engine Alternate Fuels and Emissions,EN,,,I - Sandeep Kumar, 0,,4 Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,4,Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,timetable,  ,6
334,EN 661,Micro and Nanoscale Energy Transport,EN,,,I - Karthik Sasihithlu, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,6
335,EN 792,Communication Skills -II,EN,,,I - Dayadeep S. Monder, 0,,11 Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,11, Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,timetable,  ,7
336,ENT205,Intellectual Property for Entrepreneurs,ENT,,,A - Rajkumar R. Hirwani I - M.D.Atrey, 0,,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,timetable,  ,2
337,ENT206,Developing a Proof-of-Concept - Advanced,ENT, M,,I - P Kumaresan, 15,,X Wed-X1-14:00:00-15:00:00,0,Wed-X1-14:00:00-15:00:00,timetable,  ,2
338,ENT208,Technology Venture Creation,ENT,,,A - A. T. Kusre A - Rajen Jaswa I - Rohan Chinchwadkar, 0,,13 Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,13, Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,timetable,  ,2
339,ENT208,Technology Venture Creation,ENT, M,,A - A. T. Kusre A - Rajen Jaswa I - Rohan Chinchwadkar, 50,,13 Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,13, Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,timetable,  ,2
340,ENT210,Marketing for Entrepreneurs,ENT,,,A - Devdip Purkayastha A - P Kumaresan I - A. T. Kusre, 0,,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,timetable,  ,2
341,ENT601,Intellectual Property for Entrepreneurs,ENT,,,A - Rajkumar R. Hirwani I - M.D.Atrey, 0,,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,timetable,  ,6
342,ENT602,Technology Venture Creation,ENT,,,A - A. T. Kusre A - Rajen Jaswa I - Rohan Chinchwadkar, 0,,13 Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,13, Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,timetable,  ,6
343,ENT604,Marketing for Entrepreneurs,ENT,,,A - Devdip Purkayastha A - P Kumaresan I - A. T. Kusre, 0,,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,timetable,  ,6
344,ES 102,Water Quality Management,ES,,,I - Sanjeev Chaudhari, 0,,4 Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,4,Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,timetable,  ,1
345,ES 200,Environmental Studies: Science and Engineering,ES, S1, View,A - Manoranjan Sahu A - Venkata Sai Vamsi Botlaguduru I - Amritanshu Shriwastav, 0,,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,timetable,  ,2
346,ES 200,Environmental Studies: Science and Engineering,ES, S2, View,A - Munish Kumar Chandel A - Swatantra Pratap Singh I - Virendra Sethi, 0,,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,timetable,  ,2
347,ES 204,Environmental Chemistry,ES, M,,I - Tabish Nawaz, 20,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,2
348,ES 206,Water Resources & Open Channel Flow,ES,,,A - Subhankar Karmakar I - Anurag Garg, 0,,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,timetable,  ,2
349,ES 210,Introduction to Solid Mechanics,ES,,,I - Venkata Sai Vamsi Botlaguduru, 0,,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,timetable,  ,2
350,ES 212,Environmental Geodesy,ES,,,I - Abhishek Chakraborty, 0,,4 Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,4,Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,timetable,  ,2
351,ES 216,GIS Aided Environmental Planning and Management,ES,,,A - Surya Durbha I - Subhankar Karmakar, 0,,14 Fri-14B-17:30:00-18:55:00 Fri-5B-09:30:00-10:55:00 Tue-14A-17:30:00-18:55:00 Wed-5A-09:30:00-10:55:00,14, Fri-14B-17:30:00-18:55:00 Fri-5B-09:30:00-10:55:00 Tue-14A-17:30:00-18:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,2
352,ES 216,GIS Aided Environmental Planning and Management,ES,,,A - Surya Durbha I - Subhankar Karmakar, 0,,5 Fri-14B-17:30:00-18:55:00 Fri-5B-09:30:00-10:55:00 Tue-14A-17:30:00-18:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-14B-17:30:00-18:55:00 Fri-5B-09:30:00-10:55:00 Tue-14A-17:30:00-18:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,2
353,ES 252,Environmental Chemistry Lab,ES,,,I - Harish C. Phuleria, 0,,L2 Tue-L2-14:00:00-16:55:00,L2, Tue-L2-14:00:00-16:55:00,timetable,  ,2
354,ES 306,Environment Systems Modeling,ES, M,,A - Amritanshu Shriwastav I - Venkata Sai Vamsi Botlaguduru, 5,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,3
355,ES 451,Field Studies,ES,,,A - Amritanshu Shriwastav I - Swatantra Pratap Singh, 0,,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,timetable,  ,4
356,ES 600,Environmental Science and Engineering,ES,,,A - Abhishek Chakraborty I - Swatantra Pratap Singh, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,6
357,ES 616,Energy Conversion and Environment,ES,,,I - Munish Kumar Chandel, 0,,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,timetable,  ,6
358,ES 624,Hazardous Waste Management,ES,,,A - Munish Kumar Chandel I - Anurag Garg, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,6
359,ES 644,Industrial Pollution Prevention and Clean Technologies,ES,,,I - S.R.Asolekar, 0,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,6
360,ES 644,Industrial Pollution Prevention and Clean Technologies,ES, M,,I - S.R.Asolekar, 10,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,6
361,ES 656,Bioremediation - Principles and Applications,ES,,,I - Suparna Mukherji, 0,,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,timetable,  ,6
362,ES 664,Environmental Systems Modelling,ES, M,,I - A.K.Dikshit, 0,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,6
363,ES 666,Biological Treatment Technologies,ES,,,A - Suparna Mukherji I - Anurag Garg, 0,,11 Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,11, Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,timetable,  ,6
364,ES 672,Air Pollution Control Technologies,ES,,,A - Tabish Nawaz I - Abhishek Chakraborty, 0,,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,timetable,  ,6
365,ES 674,Aerosol Science and Engineering,ES,,,I - Virendra Sethi, 0,,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,timetable,  ,6
366,ES 680,GIS for Environmental Planning and Management,ES,,,I - A.K.Dikshit, 0,,4 Mon-4A-11:35:00-12:30:00 Mon-9A-15:30:00-16:55:00 Thu-4C-09:30:00-10:25:00 Thu-9B-15:30:00-16:55:00 Tue-4B-08:30:00-09:25:00,4,Mon-4A-11:35:00-12:30:00 Mon-9A-15:30:00-16:55:00 Thu-4C-09:30:00-10:25:00 Thu-9B-15:30:00-16:55:00 Tue-4B-08:30:00-09:25:00,timetable,  ,6
367,ES 680,GIS for Environmental Planning and Management,ES,,,I - A.K.Dikshit, 0,,9 Mon-4A-11:35:00-12:30:00 Mon-9A-15:30:00-16:55:00 Thu-4C-09:30:00-10:25:00 Thu-9B-15:30:00-16:55:00 Tue-4B-08:30:00-09:25:00,9,Mon-4A-11:35:00-12:30:00 Mon-9A-15:30:00-16:55:00 Thu-4C-09:30:00-10:25:00 Thu-9B-15:30:00-16:55:00 Tue-4B-08:30:00-09:25:00,timetable,  ,6
368,ES 682,Numerical Methods for Environmental Systems,ES,,,A - Amritanshu Shriwastav I - Tabish Nawaz, 0,,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,timetable,  ,6
369,ES 684,Design of Water and Wastewater Systems,ES,,,I - Sanjeev Chaudhari, 0,,10 Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,10, Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,timetable,  ,6
370,ES 792,Communication Skills -II,ES,,,A - Harish C. Phuleria I - Virendra Sethi, 0,,13 Thu-13B-19:00:00-20:25:00,13, Thu-13B-19:00:00-20:25:00,timetable,  ,7
371,ET 611,Learning Sciences,ET, M,,I - Chandan Dasgupta, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,6
372,ET 614,Instructional Systems Design,ET, M,,I - Sahana Murthy, 0,,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,timetable,  ,6
373,ET 620,Educational Neuroscience,ET, M,,I - Ritayan Mitra, 0,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,6
374,ET 792,Communication Skills -II,ET, M,,I - S. R. Iyer, 0,,10 Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,10, Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,timetable,  ,7
375,GNR402,Introduction to Geographic Information Systems,GNR, M,,I - Surya Durbha, 0,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,4
376,GNR410,Digital Photogrammetry and GPS,GNR, M,,I - Gedam S.S., 0,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,4
377,GNR602,Advanced Methods in Satellite Image Processing,GNR,,,I - Mohan B.Krishna, 0,,13 Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,13, Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,timetable,  ,6
378,GNR618,Remote Sensing and GIS Applications to Cryosphere,GNR,,,I - Gulab Singh, 0,,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,timetable,  ,6
379,GNR628,Planetary Spectroscopy and Remote Sensing,GNR,,,I - Alok Porwal, 0,,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,timetable,  ,6
380,GNR629,Advances in Geospatial Standards Interoperability and Knowledge Discovery,GNR,,,I - Surya Durbha, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,6
381,GNR630,Introduction to Geospatial Technologies,GNR,,,A - Gedam S.S. I - Mohan B.Krishna, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,6
382,GNR631,Rural Informatics,GNR,,,I - Adinarayana J., 0,,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,timetable,  ,6
383,GNR633,Remote Sensing and GIS Applications to Mineral and Hydrocarbon Exploration,GNR,,,I - Alok Porwal, 0,,11 Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,11, Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,timetable,  ,6
384,GNR639,Natural Disaster Assessment and Management,GNR,,,I - Gulab Singh, 0,,7 Fri-7B-08:30:00-09:25:00 Wed-7A-08:30:00-09:25:00,7,Fri-7B-08:30:00-09:25:00 Wed-7A-08:30:00-09:25:00,timetable,  ,6
385,GNR640,Geospatial Statistics,GNR,,,I - Karthikeyan Lanka, 0,,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,timetable,  ,6
386,GNR642,Scattering Models in Microwave Remote Sensing,GNR,,,I - Gulab Singh, 0,,14 Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,14, Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,timetable,  ,6
387,GNR644,Remote Sensing of Surface Water Resources,GNR,,,I - Karthikeyan Lanka, 0,,15 Fri-15B-19:00:00-20:25:00 Tue-15A-19:00:00-20:25:00,15, Fri-15B-19:00:00-20:25:00 Tue-15A-19:00:00-20:25:00,timetable,  ,6
388,GNR646,Polarization Radar and SAR Polarimetry,GNR,,,I - Gulab Singh, 0,,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,timetable,  ,6
389,GNR647,Microwave Remote Sensing,GNR,,,A - Rao Y.S. I - Avik Bhattacharya, 0,,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,timetable,  ,6
390,GNR651,Digital Photogrammetry and Cartography,GNR,,,I - Gedam S.S., 0,,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,timetable,  ,6
391,GNR652,Machine Learning for Remote Sensing-I,GNR,,,I - Biplab Banerjee, 0,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,6
392,GNR792,Communication Skills -II,GNR,,,A - Avik Bhattacharya I - Adinarayana J., 0,,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,timetable,  ,7
393,GP 402,Gravity and Magnetic Methods,GP,,,I - M. Radhakrishna, 0,,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,timetable,  ,4
394,GP 408,Gravity and Magnetic Lab,GP,,,I - M. Radhakrishna, 0,,L1 Mon-L1-14:00:00-16:55:00,L1, Mon-L1-14:00:00-16:55:00,timetable,  ,4
395,GP 414,Electrical Methods,GP,,,I - Ad Singh, 0,,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,timetable,  ,4
396,GP 415,Mineralogy & Petrology Lab,GP,,,I - Patel S.C., 0,,L4 Fri-L4-14:00:00-16:55:00,L4, Fri-L4-14:00:00-16:55:00,timetable,  ,4
397,GP 416,Structural Geology & Stratigraphy,GP,,,I - Soumyajit Mukherjee, 0,,4 Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,4,Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,timetable,  ,4
398,GP 418,Exploration Seismology I,GP,,,I - Bharath C. Shekar, 0,,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,timetable,  ,4
399,GP 420,Structural Geology & Stratigraphy Lab,GP,,,I - Soumyajit Mukherjee, 0,,L2 Tue-L2-14:00:00-16:55:00,L2, Tue-L2-14:00:00-16:55:00,timetable,  ,4
400,GP 502,Well Logging,GP,,,I - Mohan G., 0,,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,timetable,  ,5
401,GP 506,Geophysical Inverse Theory,GP,,,I - Satish Maurya, 0,,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,timetable,  ,5
402,GP 516,Petroleum Geology and Petrophysics,GP,,,I - Kumar Hemant Singh, 0,,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,timetable,  ,5
403,GP 518,Process Geomorphology Remote Sensing and GIS,GP,,,I - D. Ramakrish, 0,,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,timetable,  ,5
404,GS 318,Applied Geology for Civil Engineers,GS,,,A - Vikram Vishal I - Prabhakar Naraga, 0,,L1 Wed-XC-17:30:00-18:55:00,L1, Wed-XC-17:30:00-18:55:00,timetable,  ,3
405,GS 318,Applied Geology for Civil Engineers,GS,,,A - Vikram Vishal I - Prabhakar Naraga, 0,,X Wed-XC-17:30:00-18:55:00,0,Wed-XC-17:30:00-18:55:00,timetable,  ,3
406,GS 413,Structural Geology Lab,GS,,,I - Soumyajit Mukherjee, 0,,L4 Fri-L4-14:00:00-16:55:00,L4, Fri-L4-14:00:00-16:55:00,timetable,  ,4
407,GS 416,Petrology Lab,GS,,,A - Banerjee Santanu A - Patel S.C. I - Sheth C Hetu, 0,,L1 Mon-L1-14:00:00-16:55:00,L1, Mon-L1-14:00:00-16:55:00,timetable,  ,4
